sobel: 2.5854s
canny: 1.2202s
kovalevsky: 0.6315s
         794736 function calls (772285 primitive calls) in 4.499 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 iso8859_5.py:1(<module>)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
      120    0.000    0.000    0.000    0.000 _filters.py:483(_invalid_origin)
        1    0.000    0.000    0.000    0.000 iso8859_9.py:1(<module>)
        3    0.000    0.000    0.000    0.000 functools.py:803(singledispatch)
       18    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
      407    0.000    0.000    0.000    0.000 enum.py:1291(value)
       70    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
       21    0.000    0.000    0.000    0.000 overrides.py:22(get_array_function_like_doc)
        1    0.000    0.000    0.000    0.000 mixins.py:61(NDArrayOperatorsMixin)
       63    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1005(open)
       30    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_encoder}
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:3050(__array_finalize__)
      465    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1182(get_filename)
        2    0.000    0.000    0.000    0.000 sysconfig.py:119(joinuser)
      151    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        5    0.000    0.000    0.000    0.000 inspect.py:2124(_signature_bound_method)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
      120    0.000    0.000    0.000    0.000 _multiufuncs.py:43(<genexpr>)
      213    0.000    0.000    0.000    0.000 _compiler.py:433(_get_iscased)
       10    0.000    0.000    0.000    0.000 inspect.py:1845(getattr_static)
        4    0.000    0.000    0.000    0.000 __init__.py:174(search)
        1    0.000    0.000    0.000    0.000 message.py:987(MIMEPart)
        8    0.000    0.000    0.000    0.000 getlimits.py:63(smallest_subnormal)
        1    0.000    0.000    0.000    0.000 core.py:2879(__new__)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _array_api_override.py:32(_ArrayClsInfo)
      136    0.000    0.000    0.000    0.000 __init__.py:27(decorator)
       40    0.000    0.000    0.000    0.000 edges.py:63(_kernel_shape)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _at.py:61(at)
      532    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       50    0.000    0.000    0.000    0.000 getlimits.py:102(_float_conv)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 _natype.py:64(NAType)
       40    0.000    0.000    0.000    0.000 dtype.py:106(<genexpr>)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        1    0.000    0.000    0.000    0.000 __init__.py:432(_sanity_check)
      101    0.000    0.000    0.000    0.000 enum.py:941(<lambda>)
       30    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
      465    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:990(create_module)
        1    0.000    0.000    0.000    0.000 _sf_error.py:1(<module>)
      654    0.000    0.000    0.000    0.000 inspect.py:2800(default)
        1    0.000    0.000    0.000    0.000 argparse.py:1180(_SubParsersAction)
       70    0.000    0.000    0.000    0.000 Image.py:569(readonly)
       10    0.000    0.000    0.000    0.000 enum.py:815(__iter__)
        1    0.000    0.000    0.000    0.000 _arraypad_impl.py:1(<module>)
      232    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 typing.py:1502(__or__)
        2    0.000    0.000    0.000    0.000 typing.py:1542(copy_with)
       61    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      546    0.000    0.000    0.000    0.000 enum.py:1184(__init__)
        1    0.000    0.000    0.000    0.000 iso8859_6.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 _sparse.py:1(<module>)
        7    0.000    0.000    0.000    0.000 warnings.py:184(_add_filter)
        4    0.000    0.000    0.000    0.000 getlimits.py:312(_get_machar)
        4    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
      132    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:292(PurePath)
       40    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
        1    0.000    0.000    0.000    0.000 __init__.py:417(__dir__)
        1    0.000    0.000    0.000    0.000 ExifTags.py:344(Interop)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
      100    0.000    0.000    0.000    0.000 _util.py:977(normalize_axis_index)
        9    0.000    0.000    0.000    0.000 overrides.py:27(finalize_array_function_like)
        1    0.000    0.000    0.000    0.000 typing.py:738(_make_union)
      107    0.000    0.000    0.000    0.000 constant.py:417(<lambda>)
       10    0.000    0.000    0.000    0.000 inspect.py:1806(_check_class)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1764(_parse_hextet)
       92    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       42    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
        1    0.000    0.000    0.000    0.000 _lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:447(__fspath__)
       16    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
      359    0.000    0.000    0.000    0.000 enum.py:819(<genexpr>)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _functools.py:83(<lambda>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        3    0.000    0.000    0.000    0.000 __init__.py:509(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:516(Image)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1353(_get_parent_path)
      474    0.000    0.000    0.000    0.000 inspect.py:2808(kind)
        1    0.000    0.000    0.000    0.000 symbolic.py:36(Language)
        6    0.000    0.000    0.000    0.000 core.py:1191(__init__)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       91    0.000    0.000    0.000    0.000 _support_alternative_backends.py:75(name)
       50    0.000    0.000    0.000    0.000 _add_newdocs.py:6637(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 ImageStat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
      152    0.000    0.000    0.000    0.000 Image.py:573(readonly)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1371(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
        2    0.000    0.000    0.000    0.000 pathlib.py:711(joinpath)
        1    0.000    0.000    0.000    0.000 Image.py:147(Resampling)
        1    0.000    0.000    0.000    0.000 argparse.py:1182(_ChoicesPseudoAction)
        5    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
       71    0.000    0.000    0.000    0.000 getlimits.py:721(max)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
        1    0.000    0.000    0.000    0.000 __init__.py:823(locate_file)
        4    0.000    0.000    0.000    0.000 {built-in method _codecs_cn.getcodec}
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
       60    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
       13    0.000    0.000    0.000    0.000 mixins.py:46(_numeric_methods)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1357(_recalculate)
       14    0.000    0.000    0.000    0.000 contextlib.py:446(__exit__)
       33    0.000    0.000    0.000    0.000 typing.py:2344(get_origin)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:74(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 numerictypes.py:622(_register_types)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.000    0.000 core.py:3203(view)
       13    0.000    0.000    0.000    0.000 core.py:8801(_replace_return_type)
        2    0.000    0.000    0.000    0.000 typing.py:2219(get_type_hints)
        1    0.000    0.000    0.000    0.000 Image.py:138(Transform)
       10    0.000    0.000    0.000    0.000 _type_check_impl.py:270(iscomplexobj)
      153    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        1    0.000    0.000    0.000    0.000 _spfun_stats.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 enum.py:1676(global_enum)
       27    0.000    0.000    0.000    0.000 enum.py:985(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 fileinput.py:171(FileInput)
        1    0.000    0.000    0.000    0.000 __init__.py:60(Sectioned)
       10    0.000    0.000    0.000    0.000 utils.py:691(check_nD)
        1    0.000    0.000    0.000    0.000 compare.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:459(__call__)
        2    0.000    0.000    0.000    0.000 filters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auxfuncs.py:933(process_f2cmap_dict)
        1    0.000    0.000    0.000    0.000 noise.py:1(<module>)
      328    0.000    0.000    0.000    0.000 enum.py:1286(name)
       13    0.000    0.000    0.000    0.000 enum.py:1393(_iter_member_by_value_)
        7    0.000    0.000    0.000    0.000 dataclasses.py:864(_set_new_attribute)
        1    0.000    0.000    0.000    0.000 _at.py:52(Undef)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 testing.py:42(Deprecated)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 Image.py:166(Dither)
       60    0.000    0.000    0.000    0.000 typing.py:1088(<genexpr>)
        2    0.000    0.000    0.000    0.000 core.py:6990(__init__)
        2    0.000    0.000    0.000    0.000 inspect.py:2492(_descriptor_get)
       12    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 case.py:45(_Outcome)
        4    0.000    0.000    0.000    0.000 _spherical_bessel.py:14(decorator)
        1    0.000    0.000    0.000    0.000 Image.py:179(Quantize)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:481(__repr__)
        1    0.000    0.000    0.000    0.000 __init__.py:495(hugepage_setup)
        1    0.000    0.000    0.000    0.000 core.py:6816(__array_finalize__)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        1    0.000    0.000    0.000    0.000 _ellip_harm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:47(SimplePath)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
       14    0.000    0.000    0.000    0.000 _compiler.py:412(_generate_overlap_table)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 _basic_backend.py:1(<module>)
       25    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
       20    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
       60    0.000    0.000    0.000    0.000 Image.py:557(height)
        5    0.000    0.000    0.000    0.000 typing.py:2145(runtime_checkable)
       11    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
       22    0.000    0.000    0.000    0.000 _natype.py:11(_create_binary_propagating_op)
       40    0.000    0.000    0.000    0.000 {built-in method numpy.lib.array_utils.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
       14    0.000    0.000    0.000    0.000 __init__.py:145(_check_size)
       50    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        5    0.000    0.000    0.000    0.000 <frozen posixpath>:117(splitext)
       39    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        1    0.000    0.000    0.000    0.000 _realtransforms_backend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:30(TextTestResult)
        2    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
       60    0.000    0.000    0.000    0.000 Image.py:553(width)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       24    0.000    0.000    0.000    0.000 numerictypes.py:590(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 _helpers.py:496(_ClsToXPInfo)
       66    0.000    0.000    0.000    0.000 getlimits.py:708(min)
       10    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        7    0.000    0.000    0.000    0.000 functools.py:844(_is_union_type)
